,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartTest,org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.OrderTest,org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapperTest,org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.CategoryMapperTest,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapperTest,org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapperTest,org.mybatis.jpetstore.mapper.MapperTestContext,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapperTest,org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapperTest,org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapperTest,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountServiceTest,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogServiceTest,org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderServiceTest,org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBeanTest,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBeanTest,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBeanTest,org.mybatis.jpetstore.ScreenTransitionIT,MavenWrapperDownloader$1,MavenWrapperDownloader
686,19,19,19,19,19,19,19,19,19,19,19,19,14,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
687,2,2,2,4,4,4,4,4,4,4,12,12,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
688,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,11,8,8,8,8,8
690,8,8,8,8,8,8,18,18,18,8,8,8,8,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11
691,11,2,2,2,2,2,2,2,2,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,4,4,4,4,4,4,4
692,4,4,4,4,4,4,4,4,20,20,20,20,20,9,9,9,9,9,9,20,9,19,19,19,19,19,19,19,20,20,20,20,20,20,19,19,19,19,19,19,20,20,20
693,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,4,4,4,7,2,4,4,17,17,1,1,10,17,17,17,17,17,17,17
694,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,3,3,3,3,3,3,3,3
695,3,3,3,3,3,3,3,3,3,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
696,17,17,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,20,20,20,20,20,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
697,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,2,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17
698,17,17,17,17,17,17,17,11,17,17,17,17,17,17,17,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
699,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,12,12,20,12,20,20,20
700,20,20,20,20,20,20,20,20,20,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,2,2,2,2,2,2,2,2,13,13,13,8,8,8
701,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,12,12,12,12
702,12,4,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17,17,17,10,10,10,10
703,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,8,8,8,8,8,8,8,8
704,14,8,8,8,8,8,8,8,8,17,17,17,17,17,17,1,1,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,4,4,4,4,4,4,4,4
705,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,17,17,17,17
706,17,17,17,17,13,13,13,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
707,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
708,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
709,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,2
710,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
711,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
712,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
713,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19,13,13,13,2,2,2,2,2,2
714,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
715,13,13,13,13,14,13,10,10,10,10,10,10,10,13,7,2,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
716,13,13,13,13,13,13,19,5,5,5,5,19,19,19,19,17,17,17,17,19,19,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
717,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,6,13,13,10
718,10,10,10,10,10,10,10,10,10,10,10,10,17,10,10,10,10,10,10,10,10,11,13,13,13,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
719,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,3,3,3,3,3,3,3,3,3,3
720,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,8,8,8,14
721,14,14,14,14,14,14,14,14,14,14,14,10,10,10,2,2,2,2,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
722,19,19,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,19,19
723,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
724,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
725,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,14,14,19,19,19,19,19,19,19,19
726,19,19,19,19,19,19,19,19,19,19,19,19,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2
727,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10
728,15,15,15,15,15,15,15,15,15,16,15,15,15,3,3,3,6,6,6,6,6,6,6,6,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
729,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2
730,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
731,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
732,2,2,2,2,2,2,2,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
733,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
734,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6
735,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,15,5,5,5,5,5,5,20,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
736,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,5,5,5,5,5,5,2
737,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,14,3
738,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
739,4,9,9,9,9,9,9,9,9,5,5,9,9,9,9,9,9,9,9,9,9,6,6,6,6,14,14,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9
740,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9
741,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
742,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8
743,8,11,8,8,8,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
744,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
745,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
746,8,8,9,9,9,20,9,9,9,9,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
747,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
748,9,9,9,9,9,9,9,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,11,8,8,8,8,8
749,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
750,10,10,10,9,9,9,9,9,9,1,1,1,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9
751,9,9,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
752,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6
753,6,6,6,8,8,8,8,20,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,9
754,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,17,17
755,17,17,17,17,17,10,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
756,8,8,8,8,8,8,8,8,19,8,8,8,8,8,8,7,8,8,8,8,10,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
757,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
758,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,10,8,8,8,8,8,14,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8
759,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
760,8,8,8,8,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,18,8,8,8,8,8,8,8
761,8,8,8,8,8,8,8,16,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,8
762,8,8,8,8,8,8,8,8,1,1,5,1,6,6,6,6,6,6,6,6,6,10,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8
763,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
764,8,8,8,8,8,8,8,8,8,8,5,13,13,2,2,17,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,8,8,8,8,8,8,8
765,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
766,8,8,8,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
767,8,8,8,8,8,8,8,8,4,8,8,8,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8
768,8,8,8,8,8,8,8,8,8,1,1,8,8,8,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8
769,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
770,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
771,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
772,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,8,8,8,8
773,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
774,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
775,15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,18,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10
776,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10
777,10,10,10,10,10,10,8,8,2,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10
778,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,10,10,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10
779,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
780,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10
781,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
782,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
783,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
784,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10
785,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
786,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10
787,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
788,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
789,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,10,10,10,9,10,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
790,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,6,6,6,6,6,6,16
791,6,6,6,6,6,6,6,6,6,14,6,6,6,10,10,10,10,19,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,15,10,10,10,10
792,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9
793,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
794,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
795,10,10,10,10,10,10,10,16,10,10,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,13,10
796,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,10,10,10,10,4,4,4,4,4,4,14,14,14,9,9,9,18,9,9,9,6,6,6,6,6,4,4
797,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,9,9,9
798,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,9,9,9,9,9
799,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
800,9,9,9,9,9,9,9,9,9,9,15,15,15,15,15,15,7,15,9,9,9,5,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9
801,9,9,9,9,9,19,9,9,9,9,9,9,9,9,2,9,9,9,9,9,15,15,6,6,6,6,6,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9
802,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,14,14,14,14,14,14,14,14,14,9,9,8,8,8,8,8,8,8
803,8,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,14,14,14,9,9,9
804,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,9,9,9,9,2,2,2,2,2
805,2,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
806,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,14,14,14,9,9,9,9,9,9,9
807,9,9,9,9,9,6,10,10,10,10,6,6,8,8,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,3,3,3,3,3,3,3,3,3
808,3,3,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
809,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,4,4,4
810,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,4,15,15,15,15
811,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
812,15,15,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8
813,8,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15
814,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
815,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,15,15,15,15
816,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,8,8,8,8,8,8,13,13,13,13
817,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
818,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,4,15,15,15,15,15,15,15,15,15,15,15,15,15,20,15,15,15
819,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,15,15,14,15,12,12,12,15,15,15,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15
820,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,19,19,19,19,19,19,19,19
821,19,19,19,19,19,19,19,19,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
822,12,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,19,19,19,19,19,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19
823,19,19,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,8,8,8,8,8,8,8,8,8,8
824,8,8,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19,19,19,19,19,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
825,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,12,12,12,12,12,12,12,19,19,2,2,19,19,19,19,19,19,19,19
826,19,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,2,2,2,2,2,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
827,19,19,8,8,8,8,8,8,8,8,14,8,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
828,8,8,8,8,8,8,8,8,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,12,12,12,12,12,12,12,12,19,19,6,6,6,6
829,6,6,6,6,6,6,6,6,19,6,6,6,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
830,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
831,19,19,19,19,19,19,19,19,19,8,8,8,8,8,8,19,19,19,19,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
832,8,8,8,8,8,19,19,19,19,19,19,19,19,19,6,6,6,6,6,6,6,6,6,13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,19,19,19,19,19
